order_id,date,sku,quantity,unit_price,unit_cost
ORD-003146,2024-01-18,SEA-003,5,29.99,12.0
ORD-006537,2024-01-19,TRD-006,2,24.99,10.0
ORD-008517,2024-01-19,TRD-007,4,39.99,15.0
ORD-007134,2024-01-19,STB-008,1,3.99,1.5
ORD-009955,2024-01-19,SEA-009,1,24.99,10.0
ORD-004161,2024-01-19,STB-002,2,14.99,6.0
ORD-001422,2024-01-19,DED-002,2,8.99,3.0
ORD-006732,2024-01-19,DED-004,1,9.99,4.0
ORD-003891,2024-01-19,STB-001,5,9.99,4.0
ORD-008889,2024-01-19,DED-001,3,4.99,2.0
ORD-009026,2024-01-19,STB-007,2,5.99,2.0
ORD-001162,2024-01-19,DED-001,6,4.99,2.0
ORD-000248,2024-01-19,STB-009,3,4.99,2.5
ORD-003897,2024-01-19,SEA-005,4,59.99,25.0
ORD-007372,2024-01-19,DED-002,1,8.99,3.0
ORD-008466,2024-01-20,TRD-007,3,39.99,15.0
ORD-002724,2024-01-20,DED-001,1,4.99,2.0
ORD-006312,2024-01-20,SEA-003,2,29.99,12.0
ORD-006614,2024-01-20,TRD-005,4,19.99,8.0
ORD-002960,2024-01-20,SEA-006,4,14.99,5.0
ORD-003660,2024-01-20,TRD-006,2,24.99,10.0
ORD-001187,2024-01-20,STB-008,2,3.99,1.5
ORD-006151,2024-01-20,TRD-007,7,39.99,15.0
ORD-002009,2024-01-20,STB-004,2,7.99,3.0
ORD-004437,2024-01-21,STB-005,2,6.99,2.5
ORD-007393,2024-01-21,DED-003,4,12.99,5.0
ORD-008899,2024-01-21,TRD-004,8,24.99,10.0
ORD-004504,2024-01-21,DED-004,6,9.99,4.0
ORD-004390,2024-01-21,TRD-007,6,39.99,15.0
ORD-000347,2024-01-21,SEA-001,3,19.99,8.0
ORD-004147,2024-01-21,SEA-007,5,11.99,4.0
ORD-003636,2024-01-21,STB-005,4,6.99,2.5
ORD-002993,2024-01-21,SEA-009,3,24.99,10.0
ORD-001022,2024-01-21,DED-004,2,9.99,4.0
ORD-008636,2024-01-21,SEA-010,1,14.99,6.0
ORD-000120,2024-01-21,STB-006,1,7.99,3.0
ORD-001402,2024-01-21,DED-005,5,24.99,10.0
ORD-006915,2024-01-21,TRD-006,7,24.99,10.0
ORD-001113,2024-01-21,STB-006,3,7.99,3.0
ORD-007126,2024-01-21,SEA-006,4,14.99,5.0
ORD-005490,2024-01-21,STB-004,1,7.99,3.0
ORD-000244,2024-01-21,DED-003,1,12.99,5.0
ORD-004129,2024-01-21,SEA-008,1,5.99,2.0
ORD-008784,2024-01-21,STB-010,2,4.49,1.5
ORD-008373,2024-01-21,SEA-007,3,11.99,4.0
ORD-006488,2024-01-21,SEA-003,1,29.99,12.0
ORD-006710,2024-01-21,TRD-006,3,24.99,10.0
ORD-009755,2024-01-21,STB-005,5,6.99,2.5
ORD-004582,2024-01-22,TRD-002,4,19.99,5.0
ORD-006060,2024-01-22,INT-005,3,119.99,45.0
ORD-003007,2024-01-22,STB-004,1,7.99,3.0
ORD-009777,2024-01-22,SEA-001,3,19.99,8.0
ORD-002180,2024-01-22,DED-003,2,12.99,5.0
ORD-005315,2024-01-22,STB-005,2,6.99,2.5
ORD-008625,2024-01-22,STB-002,3,14.99,6.0
ORD-008088,2024-01-22,STB-004,1,7.99,3.0
ORD-006811,2024-01-22,DED-004,3,9.99,4.0
ORD-006338,2024-01-22,DED-005,2,24.99,10.0
ORD-002616,2024-01-23,SEA-005,1,59.99,25.0
ORD-007807,2024-01-23,TRD-007,2,39.99,15.0
ORD-007064,2024-01-23,STB-006,7,7.99,3.0
ORD-006489,2024-01-23,DED-003,3,12.99,5.0
ORD-003398,2024-01-23,DED-002,3,8.99,3.0
ORD-005065,2024-01-23,TRD-006,5,24.99,10.0
ORD-001667,2024-01-23,SEA-002,3,9.99,3.5
ORD-004248,2024-01-23,STB-002,3,14.99,6.0
ORD-005621,2024-01-23,SEA-009,4,24.99,10.0
ORD-009150,2024-01-23,DED-001,5,4.99,2.0
ORD-001470,2024-01-23,STB-008,5,3.99,1.5
ORD-002503,2024-01-23,DED-002,4,8.99,3.0
ORD-004934,2024-01-23,DED-001,2,4.99,2.0
ORD-000307,2024-01-23,TRD-001,4,39.99,15.0
ORD-005260,2024-01-23,STB-002,9,14.99,6.0
ORD-009515,2024-01-23,STB-002,1,14.99,6.0
ORD-007211,2024-01-23,SEA-009,4,24.99,10.0
ORD-003261,2024-01-24,SEA-010,3,14.99,6.0
ORD-001266,2024-01-24,DED-005,2,24.99,10.0
ORD-008594,2024-01-24,STB-008,5,3.99,1.5
ORD-002651,2024-01-24,SEA-005,1,59.99,25.0
ORD-003417,2024-01-24,DED-002,3,8.99,3.0
ORD-000634,2024-01-24,STB-005,4,6.99,2.5
ORD-004001,2024-01-24,STB-010,3,4.49,1.5
ORD-005545,2024-01-24,TRD-005,5,19.99,8.0
ORD-008865,2024-01-24,INT-008,3,299.99,100.0
ORD-007629,2024-01-24,STB-005,1,6.99,2.5
ORD-003249,2024-01-24,SEA-001,4,19.99,8.0
ORD-001534,2024-01-24,TRD-005,1,19.99,8.0
ORD-007003,2024-01-24,DED-001,3,4.99,2.0
ORD-003378,2024-01-25,TRD-003,6,29.99,12.0
ORD-005481,2024-01-25,TRD-003,3,29.99,12.0
ORD-001878,2024-01-25,DED-002,5,8.99,3.0
ORD-006819,2024-01-25,DED-005,4,24.99,10.0
ORD-004079,2024-01-25,DED-004,4,9.99,4.0
ORD-005930,2024-01-25,INT-003,1,59.99,25.0
ORD-002372,2024-01-25,DED-002,4,8.99,3.0
ORD-006345,2024-01-25,SEA-003,4,29.99,12.0
ORD-000262,2024-01-25,DED-003,1,12.99,5.0
ORD-008696,2024-01-25,SEA-006,5,14.99,5.0
ORD-005077,2024-01-26,DED-005,2,24.99,10.0
ORD-009009,2024-01-26,SEA-005,2,59.99,25.0
ORD-000720,2024-01-26,STB-008,4,3.99,1.5
ORD-000940,2024-01-26,DED-004,4,9.99,4.0
ORD-004974,2024-01-26,STB-007,3,5.99,2.0
ORD-005559,2024-01-26,SEA-002,2,9.99,3.5
ORD-003058,2024-01-26,DED-003,3,12.99,5.0
ORD-006579,2024-01-26,SEA-009,4,24.99,10.0
ORD-002352,2024-01-26,DED-005,3,24.99,10.0
ORD-004039,2024-01-26,STB-008,1,3.99,1.5
ORD-009339,2024-01-26,DED-005,2,24.99,10.0
ORD-006465,2024-01-26,DED-001,2,4.99,2.0
ORD-000398,2024-01-27,TRD-003,5,29.99,12.0
ORD-000945,2024-01-27,STB-005,4,6.99,2.5
ORD-007160,2024-01-27,STB-010,1,4.49,1.5
ORD-001546,2024-01-27,INT-001,2,19.99,8.0
ORD-004363,2024-01-27,STB-002,4,14.99,6.0
ORD-002459,2024-01-27,DED-002,5,8.99,3.0
ORD-009666,2024-01-27,DED-003,4,12.99,5.0
ORD-002826,2024-01-27,DED-002,5,8.99,3.0
ORD-002618,2024-01-27,STB-009,4,4.99,2.5
ORD-006531,2024-01-27,DED-005,2,24.99,10.0
ORD-008995,2024-01-27,STB-008,3,3.99,1.5
ORD-002486,2024-01-27,TRD-007,6,39.99,15.0
ORD-005505,2024-01-27,STB-006,1,7.99,3.0
ORD-001526,2024-01-27,TRD-005,6,19.99,8.0
ORD-005362,2024-01-27,TRD-005,5,19.99,8.0
ORD-009480,2024-01-28,STB-006,2,7.99,3.0
ORD-009439,2024-01-28,TRD-005,2,19.99,8.0
ORD-009158,2024-01-28,DED-002,8,8.99,3.0
ORD-006871,2024-01-28,SEA-006,1,14.99,5.0
ORD-006486,2024-01-28,SEA-010,2,14.99,6.0
ORD-008606,2024-01-28,DED-001,4,4.99,2.0
ORD-001105,2024-01-28,SEA-007,3,11.99,4.0
ORD-003508,2024-01-28,DED-005,3,24.99,10.0
ORD-004859,2024-01-28,STB-010,5,4.49,1.5
ORD-005538,2024-01-28,DED-002,1,8.99,3.0
ORD-006112,2024-01-28,DED-004,2,9.99,4.0
ORD-002949,2024-01-28,STB-006,3,7.99,3.0
ORD-007680,2024-01-28,DED-001,5,4.99,2.0
ORD-005141,2024-01-28,STB-003,4,12.99,5.0
ORD-007295,2024-01-28,DED-005,2,24.99,10.0
ORD-004420,2024-01-28,DED-001,7,4.99,2.0
ORD-007054,2024-01-28,SEA-004,1,34.99,15.0
ORD-004836,2024-01-29,STB-009,1,4.99,2.5
ORD-006174,2024-01-29,STB-004,4,7.99,3.0
ORD-001212,2024-01-29,STB-004,4,7.99,3.0
ORD-001732,2024-01-29,SEA-010,7,14.99,6.0
ORD-000762,2024-01-29,DED-004,4,9.99,4.0
ORD-009188,2024-01-29,TRD-003,8,29.99,12.0
ORD-003648,2024-01-29,SEA-003,2,29.99,12.0
ORD-005103,2024-01-29,SEA-009,3,24.99,10.0
ORD-001473,2024-01-29,DED-005,2,24.99,10.0
ORD-004463,2024-01-29,DED-005,5,24.99,10.0
ORD-000118,2024-01-30,SEA-010,3,14.99,6.0
ORD-001879,2024-01-30,STB-004,4,7.99,3.0
ORD-009842,2024-01-30,TRD-006,1,24.99,10.0
ORD-000083,2024-01-30,SEA-010,4,14.99,6.0
ORD-008280,2024-01-30,SEA-007,6,11.99,4.0
ORD-001009,2024-01-30,SEA-010,3,14.99,6.0
ORD-004893,2024-01-31,DED-001,2,4.99,2.0
ORD-009512,2024-01-31,SEA-009,1,24.99,10.0
ORD-009836,2024-01-31,SEA-004,2,34.99,15.0
ORD-003561,2024-01-31,STB-010,3,4.49,1.5
ORD-007273,2024-01-31,SEA-002,4,9.99,3.5
ORD-009630,2024-01-31,INT-004,3,149.99,60.0
ORD-002667,2024-01-31,STB-003,2,12.99,5.0
ORD-000955,2024-01-31,DED-005,3,24.99,10.0
ORD-004135,2024-02-01,STB-009,4,4.99,2.5
ORD-004315,2024-02-01,TRD-005,4,19.99,8.0
ORD-001190,2024-02-01,SEA-006,2,14.99,5.0
ORD-005986,2024-02-01,STB-010,4,4.49,1.5
ORD-000140,2024-02-01,TRD-003,2,29.99,12.0
ORD-001056,2024-02-01,DED-002,5,8.99,3.0
ORD-000300,2024-02-01,STB-006,1,7.99,3.0
ORD-008128,2024-02-01,SEA-007,3,11.99,4.0
ORD-002833,2024-02-01,SEA-004,3,34.99,15.0
ORD-004898,2024-02-01,DED-003,1,12.99,5.0
ORD-006280,2024-02-01,STB-006,7,7.99,3.0
ORD-006120,2024-02-01,TRD-001,5,39.99,15.0
ORD-006234,2024-02-01,DED-003,2,12.99,5.0
ORD-000668,2024-02-01,STB-007,2,5.99,2.0
ORD-001922,2024-02-02,DED-005,1,24.99,10.0
ORD-006285,2024-02-02,TRD-001,4,39.99,15.0
ORD-005445,2024-02-02,DED-005,1,24.99,10.0
ORD-003239,2024-02-02,STB-004,1,7.99,3.0
ORD-000578,2024-02-02,DED-001,4,4.99,2.0
ORD-007301,2024-02-02,STB-010,3,4.49,1.5
ORD-003361,2024-02-02,STB-007,4,5.99,2.0
ORD-007386,2024-02-02,INT-005,2,119.99,45.0
ORD-001239,2024-02-02,SEA-003,2,29.99,12.0
ORD-002690,2024-02-02,SEA-001,2,19.99,8.0
ORD-009807,2024-02-02,TRD-006,1,24.99,10.0
ORD-002727,2024-02-02,SEA-001,2,19.99,8.0
ORD-003469,2024-02-02,DED-004,1,9.99,4.0
ORD-003454,2024-02-02,STB-004,2,7.99,3.0
ORD-007220,2024-02-02,TRD-008,6,14.99,3.0
ORD-005888,2024-02-03,SEA-002,2,9.99,3.5
ORD-004824,2024-02-03,STB-002,3,14.99,6.0
ORD-002929,2024-02-03,DED-001,4,4.99,2.0
ORD-006691,2024-02-03,TRD-001,4,39.99,15.0
ORD-006617,2024-02-03,TRD-006,3,24.99,10.0
ORD-000807,2024-02-03,DED-001,5,4.99,2.0
ORD-005412,2024-02-03,DED-005,3,24.99,10.0
ORD-006353,2024-02-03,STB-007,2,5.99,2.0
ORD-001101,2024-02-03,SEA-006,6,14.99,5.0
ORD-007549,2024-02-03,SEA-003,3,29.99,12.0
ORD-004862,2024-02-03,SEA-009,2,24.99,10.0
ORD-006673,2024-02-03,DED-002,3,8.99,3.0
ORD-006533,2024-02-04,STB-010,3,4.49,1.5
ORD-009709,2024-02-04,DED-002,5,8.99,3.0
ORD-009084,2024-02-04,TRD-004,3,24.99,10.0
ORD-006638,2024-02-04,STB-003,1,12.99,5.0
ORD-005019,2024-02-04,DED-005,2,24.99,10.0
ORD-001188,2024-02-04,SEA-009,1,24.99,10.0
ORD-009809,2024-02-04,DED-003,2,12.99,5.0
ORD-002211,2024-02-04,TRD-002,3,19.99,5.0
ORD-007047,2024-02-04,STB-004,2,7.99,3.0
ORD-005683,2024-02-04,DED-001,1,4.99,2.0
ORD-002438,2024-02-04,TRD-002,3,19.99,5.0
ORD-008355,2024-02-04,TRD-006,6,24.99,10.0
ORD-008613,2024-02-04,SEA-008,6,5.99,2.0
ORD-005902,2024-02-04,DED-003,1,12.99,5.0
ORD-006387,2024-02-04,STB-005,3,6.99,2.5
ORD-007586,2024-02-04,DED-003,3,12.99,5.0
ORD-008307,2024-02-04,STB-005,8,6.99,2.5
ORD-009858,2024-02-05,SEA-002,3,9.99,3.5
ORD-005382,2024-02-05,TRD-002,3,19.99,5.0
ORD-002325,2024-02-05,TRD-004,4,24.99,10.0
ORD-007209,2024-02-05,STB-010,6,4.49,1.5
ORD-004185,2024-02-05,DED-003,1,12.99,5.0
ORD-007198,2024-02-05,TRD-007,3,39.99,15.0
ORD-000886,2024-02-05,TRD-004,7,24.99,10.0
ORD-004677,2024-02-05,SEA-005,5,59.99,25.0
ORD-008364,2024-02-05,DED-002,2,8.99,3.0
ORD-002225,2024-02-05,DED-004,1,9.99,4.0
